id,x,y,deg
013_10,s0.4278491363176981920890541,s0.8230655592215039458026128,s9
013_11,s0.6530616125313892638554192,s-0.2722483298565178469474723,s308
013_12,s-5.163030805574390544234603,s-2.312506248652350784866806,s126
014_0,s0,s0,s0
014_1,s-0.3716965764211758917884287,s-0.3607494783371831235940786,s266
014_2,s-1.039633529998253740327802,s0.4661921563133944804158126,s257
014_3,s-1.181777073037710422409585,s-0.5638869624017184573744330,s256
014_4,s0.2995515349738876805137099,s0.6427816399204028686292789,s255
014_5,s0.9302515018965729076683143,s-0.7740601251357842188527414,s47
014_6,s-0.8883682947213445079640699,s0.9855450092010833533224918,s50
014_7,s0.4451703526974425820586512,s0.1012489625271000073802878,s231
014_8,s-0.5088873569701864041522031,s0.6954925442599590584835667,s353
014_9,s-6.644904489859483187781661,s-1.326518906313145394412767,s120
014_10,s0.1914162649780734009458128,s1.071407508590264750017451,s52
014_11,s-1.389149886477322614133922,s0.06701695680625879142366938,s246
014_12,s-0.3074526703954303767651890,s-1.286804906684460246806683,s349
014_13,s4.872172627450587386200436,s4.259407228982284139562342,s236
015_0,s0.09269417075176156900484510,s0.2367753140222226479472134,s1
015_1,s0.7053694610398705128195829,s0.2578568044997729402645348,s40
015_2,s-0.8534021685679494539922278,s0.1358977003048665033180246,s269
015_3,s0.5673089022467545327037957,s2.138133432683840789989560,s215
015_4,s0.3452706276420281390759914,s-0.5774494780182767537934908,s362
015_5,s-0.6767678117311025851043915,s0.8988564865787728175305917,s302
015_6,s1.3255735474548380192771901420201174914836883544921875,s1.8565511145902122702722181202261708676815032958984375,s156
015_7,s0.6022022620670308828971782,s0.9899159255471469340270651,s269
015_8,s1.446189516238780461976356,s0.1629712363163410540536224,s43
015_9,s-0.5141465108189223406909285,s2.380644125813947545918654,s183
015_10,s-0.9444660530826980828020952,s1.470265764707517928966407,s267
015_11,s0.4035256354835711489759116,s2.680972931869565736330563,s109
015_12,s0.1151104592883555677654273,s1.159925759715431752699955,s304
015_13,s-0.01528535112670962453629286,s1.711040828686927250945616,s336
015_14,s-1.199054122217891715090898,s0.5562531559373153442621396,s346
016_0,s0.1438609710092636391476351,s-0.6147463532063714587022618,s3
016_1,s0.3985089928137265169807990,s-0.9524920985341636461840590,s271
016_2,s-0.7003580199519496563009824,s-0.7845283561119003323813814,s257
016_3,s1.270997396257079943907021,s-0.007288372389859753414098711,s58
016_4,s0.1264036836953571808772611,s0.7510840517274697354307979,s94
016_5,s0.04735218007993478167572121,s-1.197400094926770020009598,s176
016_6,s-0.4836017687378075351201100,s-1.326746624777318077359479,s148
016_7,s0.7172751450265220426322221,s-1.332985287193682694799551,s229
016_8,s0.7473126497111721999733192,s-0.3737020385105601638642270,s44
016_9,s-1.150734328904490838887953,s6.405745116499720035602162,s44
016_10,s-0.7450858450206395491854928,s-0.2548470613315738445003866,s56
016_11,s0.7019294837569270261584676,s0.6679041160686734791840369,s127
016_12,s-0.3332623496228351162029563,s0.1957586546701515980983821,s179
016_13,s-0.7081734398587789663936931,s6.845954821001537377034297,s202
016_14,s-1.023397795361478148506995,s0.5596739276754928663765165,s264
016_15,s1.460432296740319041764011,s-0.8610971925280566672883035,s45
017_0,s-0.03502275255713320489814322,s-0.1128816936529214581819147,s1
017_1,s-0.4701219765730032321138233,s1.619701410192902757412271,s222
017_2,s0.6401689520572985351437577,s0.7584331749474358848328585,s242
017_3,s0.3557392410497152782089536,s-1.576963149046318878000392,s78
017_4,s-0.4478575776190594562309322,s0.6550481171280593713224233,s161
017_5,s0.3405763945729485091262756,s0.6844683462483985847413237,s58
017_6,s-1.026576207357583536694534,s0.2338392023075260145459353,s1
017_7,s-0.6082821824830302592790332,s-0.6523763946510975561543510,s175
017_8,s0.5328587673969314439728628,s-0.8867678588104715309975434,s125
017_9,s0.3786774830259044674271584,s0.1873680975887490019696906,s285
017_10,s0.07998751802167378133212590,s-0.6528310326889527649696365,s60
017_11,s-0.8186309997826218404215489,s1.452319728416031994339132,s138
017_12,s-0.8146109501779522418102312,s-0.2114855639263308506765882,s82
017_13,s-5.309517948562473938319733,s-3.817999201045100429036116,s117
017_14,s6.608880567995790669688638,s1.299281069992518786171408,s211
017_15,s0.3831128109583024380843664,s-0.2924927619977991319344390,s236
017_16,s6.776043913185951783617612,s0.4009293512222029329250533,s33
018_0,s0.08946879027247496975021324,s-0.1080400356322849432380919,s4
018_1,s0.6867449348349645207173489,s0.8641518913321358380530412,s183
018_2,s-0.4047675274161306631370839,s0.5871385562314929834615288,s297
018_3,s0.03845459309570440145642497,s-1.335723338286837254848364,s64
018_4,s0.7626677045002682453489484,s-0.02702652853540635224938171,s143
018_5,s-0.6017742733576679249607455,s-1.712974955123176167698373,s13
018_6,s0.6995779897408527549240720,s-0.6354851883676425061686635,s191
018_7,s-1.559610314480260911951248,s-0.3718158214886243539964994,s210
018_8,s-1.324513980494727155567958,s0.02229322808471641964578325,s61
018_9,s1.199840507336267706080257,s-1.420397208474745057160682,s15
018_10,s0.01060266049436192625776702,s-0.6270231611461444740096560,s225
018_11,s-0.8906051900789835745753115,s-0.1840444774721324856098237,s265
018_12,s-0.3705433629171759890574833,s-0.6881056452288317193399791,s111
018_13,s0.06668254151655136907628231,s-1.791584438887130037443286,s281
018_14,s-1.237223704710146282570448,s-1.680463765592689270866877,s11
018_15,s-0.8217582081262437658508712,s-2.001271759822299722147988,s149
018_16,s-1.852767749136858217717806,s-1.515684856599180816566497,s339
018_17,s-1.041997184102956637910542,s0.2837426801296626301812638,s328
019_0,s0,s0,s0
019_1,s1.1576891367947583777464615195640362799167633056640625,s-0.9075338065322273717328016573446802794933319091796875,s16
019_2,s-0.1635645892507388548392511,s1.126289139167088601545253,s234
019_3,s-0.4488993973023403666333663,s0.3770447010707794061046272,s17
019_4,s0.5731704817567483956075591,s0.3989279635287765052309439,s223
019_5,s-0.8809809680561543059496706,s0.1214433964157450324822252,s175
019_6,s1.438897187163304232371263,s-0.2774043613279212061595302,s210
019_7,s-6.151851678198646432987884,s-2.054539272597759008709417,s204
019_8,s1.286009081918280175932390,s-1.747780791365760914846118,s21
019_9,s-0.05108973099263415355852915,s-0.8388081548726206290115401,s259
019_10,s-0.3204676129719184925204179,s-1.503451333924600737124155,s17
019_11,s0.4040248659608623900407754,s-0.2170399292598687510102985,s218
019_12,s0.2588924217464918606929070,s-1.395510572604498385944697,s297
019_13,s-3.267899440337192751987461,s5.677392598801661013907526,s15
019_14,s0.7976031488136074171918506,s0.8856311600020080679329662,s231
019_15,s1.612918238877783683182799,s0.7159105140573495222600100,s181
019_16,s0.4382118910095146938066254,s1.660947336225741671755785,s178
019_17,s7.217992642287204742984617,s-0.5032798542659329341097938,s353
019_18,s-0.1750045523321809570749253,s-0.4177863215662161039398726,s114
020_0,s0,s0,s0
020_1,s-0.8459428998141360987045316,s0.9279717333749611845108965,s250
020_2,s-0.6507408739826825924690290,s-0.3335483918766033641783996,s176
020_3,s0.03580533568269356203828130,s-0.3920620065404700239908298,s139
020_4,s7.256009060608850264138121,s2.645950413363061120425312,s255
020_5,s0.2996718503283952016874592,s0.6913758580805606721031432,s331
020_6,s0.9256462145238926776669175,s0.6521112052142362270484855,s351
020_7,s-0.5892002537216897428695717,s0.4401474569085064500462145,s196
020_8,s0.7821878452363011102743686,s1.634416172802389960461156,s97
020_9,s-1.103664279495718660364934,s-0.4817979349869574295928130,s82
020_10,s-1.422343673515640886939603,s0.2013831653529368492794305,s72
020_11,s7.805085093003381305556965,s2.896924755683419602791950,s283
020_12,s-1.593214501712592046089867,s0.7757119833632926432509523,s310
020_13,s-0.9734165374191337885556584,s-0.07199281425822315338969309,s14
020_14,s0.4507379872844088641858920,s-0.6589630034461647217769455,s324
020_15,s-0.6017328978422622179529631,s1.553383962092998442361402,s88
020_16,s0.4651904301341230202337939,s0.1854126955028562971639071,s255
020_17,s0.1045704919397221696608640,s1.902584589387924886294545,s77
020_18,s-0.1395168199095695379940984,s1.084819855354147751912847,s16
020_19,s7.481608254331704283566011,s3.352194483242984237355428,s137
021_0,s0.06959821783315210674825124,s0.01927821739230664230269063,s0
021_1,s1.342534413967045793525390,s0.5710544804233107724425467,s327
021_2,s-0.4570505438643420355326884,s-0.9382014777324968329841322,s82
021_3,s0.3574070327465494745222685,s-0.5685841051942901981045703,s107
021_4,s0.6527663526708942301479688,s0.3606991668451022328700795,s330
021_5,s-4.771292358289056191253397,s4.124657240074993467052188,s66
021_6,s-0.2530772504231120090950614,s-0.3705087249339308642925861,s81
021_7,s1.058158902168687650821589,s1.690706620047739989348701,s142
021_8,s0.09642923369018860380030844,s1.223795242690082329950485,s239
021_9,s1.334802338094501323109697,s-0.7012656757028713112867008,s313
021_10,s0.4547907098189436572721611,s-1.160942203636703438929256,s313
021_11,s1.158814205821924438188920,s-1.033782284937501551314031,s229
021_12,s0.9822350203409572176604948,s2.095935073133654288207728,s360
021_13,s6.464114686755089305564280,s-4.172304786029756906717837,s363
021_14,s1.370957405268351872451583,s-0.01596797231936131905571938,s306
021_15,s0.2106008946349532222341868,s1.580153494370267724944411,s327
021_16,s0.03412244243346346933565273,s-1.072112264282694342465429,s139
021_17,s0.4677839616464527505712567290174774825572967529296875,s-0.10548713029799243467987679423458757810294628143310546875,s289
021_18,s1.430569920158787824981950,s1.455316775100429744355113,s317
021_19,s2.056820929880473774672979,s-0.3133933974662800221733239,s300
021_20,s-0.3552233755877187218463755,s0.8746327699520604348482072,s183
022_0,s0.003779709362884879717686681,s-0.02961808734485079849796385,s1
022_1,s-0.06204057924431830017830691,s1.002690713405904189559071,s55
022_2,s-0.1657471731418228746545580,s-1.722827986341356655206059,s32
022_3,s1.263824619974497576180284,s-0.8795422486505322249086824,s58
022_4,s-1.242578259215377678437166,s0.1655456025896362287630472,s130
022_5,s-0.3237297070658533837406169,s-0.8107552515914163773769205,s221
022_6,s0.5800381599487680617244223,s-0.3625242826794699557702018,s89
022_7,s0.7883274035983927809784213,s1.677559294790878633850568,s191
022_8,s-0.5049540166509773157776930,s-0.04431390466097134828160645,s174
022_9,s-1.1147075814220868128501251703710295259952545166015625,s-0.85915312377356356510205159793258644640445709228515625,s347
022_10,s0.5454067591976183571045308,s-1.011166622442653713342953,s52
022_11,s0.7697384065880718742575339,s0.1634197711329767293674670,s241
022_12,s-0.6456821463916613199063297,s0.2589023871078118318317385,s337
022_13,s1.523993609054105795308497,s0.4874371118772207588792934,s42
022_14,s0.2755705154197563011564398,s1.098709758815376413831899,s245
022_15,s-0.8133365216503425157434926,s-1.620691219335600272155595,s352
022_16,s0.397825621794504424855176694109104573726654052734375,s0.489081633805139193160727018039324320852756500244140625,s282
022_17,s3.103149686924424971445902,s-6.200541540965461175319299,s324
022_18,s-1.261848968416927986579968,s-1.347172903409066440152954,s39
022_19,s-5.056046706602788827489282,s5.079133395446195659017619,s345
022_20,s-1.523473363135907060472717,s0.8243379173596256991127945,s228
022_21,s-4.622080267448103343616574,s5.533270579359800100949228,s309
023_0,s0.3138876381384041996253086,s0.01684289004506286122151566,s3
023_1,s-0.1003065177367280895459612,s0.8474588014149901787908093,s347
023_2,s-0.2052708406960764573115364,s-0.8662496975144521951794910,s320
023_3,s-0.5082903197749688781192918,s-0.1946748049543165718505699,s266
023_4,s5.814358201180025817467191,s-4.430348654000738496672175,s300
023_5,s-0.3924195835707446899931483,s1.594904770808944993731871,s334
023_6,s-0.6669163650019005427915797,s1.090910359169247857528960,s15
023_7,s-0.9612821670162781349799909,s0.6603201621265927905024555,s228
023_8,s6.316122822361234946837715,s-3.684233835401054299452105,s110
023_9,s-0.8046012385480632231327124,s-6.960130984136941478812589,s58
023_10,s1.709772403885980091020612,s1.026205563019255485521230,s93
023_11,s0.7015987918810894681531656,s0.3581966797417699480132747,s306
023_12,s-0.09451425254509994433593764,s0.3044749728716781853390949,s47
023_13,s1.364863555173391300445741,s1.677389680116755963507069,s33
023_14,s-0.6977533685793033246119732,s-0.6830895022869953661648336,s158
023_15,s0.6093885695720904632777244,s-0.3532240079720504185114596,s297
023_16,s0.4713287328891816278797489,s0.9157687856912400461983918,s304
023_17,s-1.187747149085743580965158,s0.1099020356792895364295149,s222
023_18,s0.5297987439395174164881442,s-0.9135973406982049894314863,s280
023_19,s0.2679483818651041682201710,s1.687337414461033032776760,s260
023_20,s6.726049902460617690297396,s-3.881701827155092385810212,s336
023_21,s-1.398648788133292344623703,s-7.196108757545064498611920,s48
023_22,s-6.195749510817918057764551,s2.238265983537652729397359,s30
024_0,s0.9492040695154422974555429,s-1.165866983342522422706367,s2
024_1,s1.043941216590136625286257,s-0.1223796919430003841315971,s300
024_2,s0.5701271312930749780162332,s-0.06528765105216410846722402,s186
024_3,s1.401917799318784574325036373920738697052001953125,s-0.46989695653893737148365516986814327538013458251953125,s177
024_4,s1.756572442321973612222586,s-1.189306444507816872685480,s123
024_5,s1.162463074589114395140932,s-2.661156072368842877284844,s17
024_6,s0.6050145747451895726631843,s0.6940018693237357018388501,s224
024_7,s-6.053472257748607741369151,s-3.524078085694503797292709,s21
024_8,s1.956070236956021446417253,s-0.6521055328311171489508172,s11
024_9,s2.124233212665427739801461,s-1.395993974894775408596149,s335
024_10,s-0.3604519345313117479473462,s6.566820232050793888431417,s353
024_11,s-0.3426736670790471589453929,s-2.158455837433828489180243,s293
024_12,s-1.297068636683827935751621,s6.821252740938980284324256,s267
024_13,s-0.03566062165724925674126211,s-0.7506084766735193758435685,s257
024_14,s-0.3082877852126411737099237,s-0.2617007017498856392447025,s160
024_15,s1.541660071920775955389703,s0.6957539328532882886169807,s218
024_16,s1.339989262096748540153968,s-1.783960996343489299742478,s192
024_17,s-5.536750859719007211712237,s-4.369859088994997337040970,s26
024_18,s-0.7529306433994574082602111,s-1.459439246818271196382000,s306
024_19,s-0.1443489221739003816775972,s0.2139486619706739475160750,s270
024_20,s0.8787066038149440039273235,s-1.591791462510874360924973,s146
024_21,s-0.6701190118778975000207727,s7.233511763427178943922091,s82
024_22,s-5.277497383140462267059334,s2.922329205891882913936899,s189
024_23,s0.02075549435290838240497635,s-1.264153906867398091673493,s217
025_0,s0.03642576532912109683534640,s-0.08149971360950348381324557,s0
025_1,s-0.8713202219777405541090164,s-0.8495429052460717609437241,s21
025_2,s-1.397339280405283989949794,s-0.5603352615568934092654662,s146
025_3,s-0.3589849126816642474859312,s0.8294130211393731418045847,s321
025_4,s-0.1495614132901609584502811,s-0.9948994908950185706020263,s118
025_5,s1.340251647675454016450658,s-0.2516775203098568190751560,s127
025_6,s1.788093077433558081290599,s-0.7625848752469069138926194,s84
025_7,s-0.09903828228103388892078489,s-0.4466617159744188936265629,s88
025_8,s1.057851664134338768100129,s0.1065252338282150039450169,s345
025_9,s0.6424456903232801247005668,s-0.1649645615625543338539361,s28
025_10,s-1.589067388902070512846088,s-0.08957113241678239801135676,s311
025_11,s1.472342143013066979688464,s0.8812372596615808129083542,s248
025_12,s0.3310764944692434772811375,s0.9182721663988789805553580,s244
025_13,s0.8208354227831135248652500,s-0.9795977370753228778005322,s180
025_14,s-6.782343435487349771889630,s2.220382628446152251111556,s339
025_15,s-0.7934816823381552267080430,s0.1132872444831893588013116,s297
025_16,s2.090586039335544307760095,s0.1847766358214849215929610,s83
025_17,s0.3562190539350940134133427,s-0.9958007152951481501940166,s10
025_18,s1.698704728610542842581754,s-1.389874847477933425543562,s42
025_19,s4.776898724158891246238666,s-6.010112407151252437997878,s137
025_20,s2.277572385489708728031899,s-0.7407261522089082922404298,s37
025_21,s3.998079515750033181842315,s-6.407332801752455394422860,s196
025_22,s-0.8247705471450427067159346,s1.001521264161054016947338,s144
025_23,s-1.134749504364853524979172,s6.866272443838995327702878,s147
025_24,s1.123704373589068951019843,s1.112332182593657396718623,s50
026_0,s0.3183729899707472554837295,s-0.08020302881711099604600257,s2
026_1,s0.0244709466839858162667820096203286084346473217010498046875,s-1.03962600664792947924297550343908369541168212890625,s163
026_2,s-0.8826166952692641870514834,s-0.8417876960593175875158248,s33
026_3,s0.7791244333126136276113094,s0.1300259701576975985160695,s279
026_4,s-0.3381306627164312947342317,s0.3962289383118510061043693,s143
026_5,s-1.121247656445230526586767,s0.0005249833520008639203836275,s337
026_6,s0.3003430576841211174787816,s0.9818399137015051958421452,s295
026_7,s1.405229625756543032633062,s0.6765299798597815012640711,s262
026_8,s-0.9890737308681108452823591,s1.204285830846347670614049,s312
026_9,s-0.5284731355644446820774007,s0.8758025732554207756774821,s286
026_10,s-1.197850494941781827884506,s0.6441387467310342972159898,s17
026_11,s1.912916543631245077511372,s-0.5101651592309182497997357,s157
026_12,s-7.122688812558676880321018,s0.4522414359975177903724903,s53
026_13,s-0.6653463323738633755297100,s-1.193773370909047570193051,s168
026_14,s0.75676999212149398399418487315415404736995697021484375,s0.6151935736279572353168987319804728031158447265625,s303
026_15,s0.7452349343039055065696097,s-1.061951696591646357448191,s264
026_16,s0.6863680166793708625760928,s-0.3919834608104456330490706,s119
026_17,s-0.4536288696781959096926417,s-0.3681861160682629581335224,s272
026_18,s-1.177539708623160833768361,s-1.319894251966916159642543,s62
026_19,s1.399387312897469577352428,s-0.1587634552312606368851267,s171
026_20,s0.1141389370562454451396571,s-2.231179424971499580115930,s66
026_21,s-7.249638044722261052965618,s-0.3632540621723914439633597,s334
026_22,s0.2455694285257058930710392,s1.482904568485507843314530,s63
026_23,s-1.510272840399978536499170,s-0.7545581699632583905223983,s30
026_24,s0.4184577178974977086211433,s-1.824336126003715218002465,s359
026_25,s1.316735591651393755263654,s-1.531134225625088891853397,s130
027_0,s0,s0,s0
027_1,s-1.634252181218181863148198,s-0.5305363699560884591099883,s302
027_2,s0.09699823429629000253252013,s-0.4221231059605515586324875,s133
027_3,s-0.7294873363100862206920283,s-0.5589994465807448242866684,s309
027_4,s-6.359011967149056850177182,s-3.163932533561396187420101,s117
027_5,s0.6744362183301266244761507,s-1.415560308614191006859607,s58
027_6,s-0.84878063427954242303741239084047265350818634033203125,s0.2331061189536583755366194736780016683042049407958984375,s123
027_7,s0.4866159168179108457374938,s1.079938801388285928017919,s38
027_8,s0.6479814638794154785239599,s-0.8965761815299102335807828,s22
027_9,s-0.5850437488741144966691860,s-1.365725860774944269183940,s266
027_10,s1.027727783899811894036125,s0.6169054550115913720942373,s18
027_11,s-1.620718196575537319026328,s6.844786435500103394073691,s349
027_12,s1.192553846574575193706381,s0.08756315717497148605474863,s114
027_13,s0.4516336421680698237635099,s1.659991713340017746840943,s297
027_14,s4.592854671916481506307313,s-5.359235483400640390194702,s199
027_15,s0.5533266212349471462050853,s0.4244402324670584689125796,s51
027_16,s1.352006187525709823664399,s-0.8528425441294161021138493,s35
027_17,s-0.3510327776602855630316835,s0.4522245986164049463829074,s36
027_18,s1.311376903247682322584123,s1.672323120893677295129008,s171
027_19,s1.984954410834280588010747,s0.4760298474135137014595643,s88
027_20,s-1.212365366346086806639826,s1.004801363480453277321480,s222
027_21,s-0.4597206162832883774571614,s1.401566250672841724631002,s208
027_22,s4.350016775634377146769749,s6.350523585188011797906387,s50
027_23,s2.032758609110016288779034,s1.131250954890736234309535,s129
027_24,s4.033146010607889892993216,s-6.123017995062214845897185,s345
027_25,s-0.7963152225528777709839805,s-0.8864354499833792290497401,s119
027_26,s-6.341331973629672042261361,s3.088393580504704027944740,s312
028_0,s0.02040405246023434260305152,s-0.03225305890742325570785809,s0
028_1,s-0.5193487085090923230379367,s0.05306434862021702780765510,s19
028_2,s-1.184811898364957146161797,s-0.7126728599028853755256718,s62
028_3,s-0.6419900971492340901580070,s-0.7608209949605958775931125,s19
028_4,s0.8201154432233613289504603,s-0.9939450939776875507125626,s182
028_5,s0.01263381790883033248262812,s-1.169202795726746069160384,s234
028_6,s0.3031733794642671592223238,s0.9273656924672297741096827,s352
028_7,s2.904320421284423456298463,s6.421688024993079509095128,s266
028_8,s-0.5873512852955672814553313,s-2.006146779036777599847242,s55
028_9,s-3.667492219119230757555516,s6.418504725286062518457839,s234
028_10,s-2.785996245756053833753098,s6.379326914977496494618681,s26
028_11,s-1.178654100983691405818422,s-1.383322644279640262904295,s59
028_12,s-0.2298498967507032370331468,s0.8220484046920709976513652,s42
028_13,s1.666937499233890812577741,s0.7723329348054729232009308,s277
028_14,s0.6457419898425815050113825,s0.1117317393101286762679969,s357
028_15,s1.053635179690527741002294,s0.9516884451796275012913634,s173
028_16,s0.4374864624751136840674626,s-0.2241069494083773642155444,s195
028_17,s1.344149687058989545151988,s-1.451369927310457482415306,s179
028_18,s1.996540473712746434570634,s-0.09151610407419544582219298,s196
028_19,s-0.01123660908090210776288931,s-0.8372511808437002045479858,s21
028_20,s1.271120530613187735169412,s-1.030961373672996776729160,s308
028_21,s1.506307665784513645512721,s0.4334645458445096910526928,s176
028_22,s0.9193002627088829419033100,s-0.09801624339486918104785707,s231
028_23,s-7.234904049831877940850142,s1.416608022301278406451796,s288
028_24,s-1.070169215005658403493117,s0.4085721861036042887316276,s144
028_25,s-0.7040036167154821479530202,s-1.150860786891849021906786,s218
028_26,s1.934318948266657122846829,s-1.167706870890048168054599,s164
028_27,s-0.04871169757072874029191201,s-2.320920464762918781868872,s330
029_0,s-0.06252612035971680248813698,s-0.02778937665387794242466413,s1
029_1,s-1.901664703170195262066367,s0.4069337863022463586126774,s90
029_2,s1.623693401192462471005484,s-0.2041583619449628167648314,s72
029_3,s-0.9972153098960157974195449,s-0.1725260648986322552234097,s241
029_4,s-0.6034068845170309190739661,s1.648747210221980962624455,s92
029_5,s-1.559887450683675588422594,s-0.06971400145626425537762060,s359
029_6,s0.5149354915913966473234310,s-0.02905635436567222118497959,s247
029_7,s0.08821847863868333139425454,s-0.4130921876140356413520394,s145
029_8,s-6.253457432810962664943010,s-3.526483189512992605721408,s139
029_9,s0.7040776232676405413379867,s0.5774208207530536016843793,s68
029_10,s-1.189657078929907744330174,s-0.8160869085510287224138892,s269
029_11,s-5.931012686445810176000260,s-3.923604507662576471038738,s250
