id,x,y,deg
015_13,s0.056767150877850829082671424430373008362948894500732421875,s2.358562373200552286789388745091855525970458984375,s335
015_14,s-1.303105755752495209520702701411210000514984130859375,s0.01487939991550489733651563284411167842335999011993408203125,s344
016_0,s0,s0,s0
016_1,s1.052820402888712703060036801616661250591278076171875,s-1.4081898842618147948968498894828371703624725341796875,s270
016_2,s-0.9110064533168296119214346617809496819972991943359375,s-0.91294275928464718727894933181232772767543792724609375,s256
016_3,s1.8307737518158422318492739577777683734893798828125,s-0.70504081098380932957070399424992501735687255859375,s53
016_4,s0.042308821788968879740178152815133216790854930877685546875,s1.8028951146414369244297404293320141732692718505859375,s90
016_5,s-0.2021487509222905376571333135871100239455699920654296875,s-2.091223615661630841344731379649601876735687255859375,s175
016_6,s-1.128202923492136466876445410889573395252227783203125,s-1.684505705813239995194408038514666259288787841796875,s143
016_7,s0.3066114311266476821771220784285105764865875244140625,s-2.00456926532382428973733112798072397708892822265625,s226
016_8,s1.0781314732687448110226569042424671351909637451171875,s0.73280434689308882045821746942237950861454010009765625,s42
016_9,s-3.16005542286548024577541582402773201465606689453125,s5.83048158289926110597889419295825064182281494140625,s33
016_10,s-0.37777506895018919674811286313342861831188201904296875,s1.0033475285039801239150847322889603674411773681640625,s52
016_11,s0.2489607520949584096303652813730877824127674102783203125,s2.883300267830635643662162692635320127010345458984375,s120
016_12,s-1.173737107176055172175210827845148742198944091796875,s0.315463871857496414019550456941942684352397918701171875,s178
016_13,s0.491985692360331849926069480716250836849212646484375,s4.21191736236141078819628091878257691860198974609375,s193
016_14,s-2.919004571440097617340825308929197490215301513671875,s-0.763248270135391759794174504349939525127410888671875,s259
016_15,s2.926673195454295051121107462677173316478729248046875,s-0.73879797020408177754546841242699883878231048583984375,s39
017_0,s0,s0,s0
017_1,s0.93930760089907805454600975281209684908390045166015625,s3.460071595945457989529359110747464001178741455078125,s218
017_2,s1.97394615469692080722552418592385947704315185546875,s1.7628205836881727375242689959122799336910247802734375,s236
017_3,s0.375929139401354805993804575336980633437633514404296875,s-2.081208019194745961755188545794226229190826416015625,s74
017_4,s-0.77472820273900599996608207220560871064662933349609375,s0.94055349414872890800864979610196314752101898193359375,s158
017_5,s0.3690534682231720875478231391753070056438446044921875,s0.85827084743969661584372943252674303948879241943359375,s58
017_6,s-1.349035612916182014231480934540741145610809326171875,s0.11336476102153257572435762767781852744519710540771484375,s1
017_7,s0.45228544032625805915159844516892917454242706298828125,s-0.41529861381032462386286852051853202283382415771484375,s172
017_8,s1.8745576015042020312506565460353158414363861083984375,s-2.184225057519955992546556444722227752208709716796875,s123
017_9,s2.3370820059318635486533821676857769489288330078125,s0.2188634885346856517873703751320135779678821563720703125,s282
017_10,s-0.405496659227082500986938384812674485146999359130859375,s-0.50954326124941140552238039163057692348957061767578125,s58
017_11,s-1.6344292337673957948851466426276601850986480712890625,s2.664059503033019193907193766790442168712615966796875,s136
017_12,s-1.14772074823356984296651717158965766429901123046875,s-0.5092258155423941001771481751347891986370086669921875,s80
017_13,s-4.58246795903108417036264654598198831081390380859375,s-5.26526115314496490071860534953884780406951904296875,s112
017_14,s4.6504559802141063329372627777047455310821533203125,s0.6196076991403038913830414458061568439006805419921875,s207
017_15,s1.297718796519536699207719721016474068164825439453125,s-0.828722561924665424015756798326037824153900146484375,s234
017_16,s4.07026754963877035464747677906416356563568115234375,s0.0369732638142457326058121225287322886288166046142578125,s26
018_0,s0,s0,s0
018_1,s1.224133831000547179002069242415018379688262939453125,s0.48224357656739458288797095519839785993099212646484375,s178
018_2,s0.263085488485834184668732405043556354939937591552734375,s1.581985459468341570499205772648565471172332763671875,s292
018_3,s-0.2068138214842059896536596852456568740308284759521484375,s-1.7957471032597476234826672225608490407466888427734375,s64
018_4,s0.6982491815420612812914669120800681412220001220703125,s0.1391433978462212894822158659735578112304210662841796875,s143
018_5,s-0.1013819489162418874261817336446256376802921295166015625,s-3.4733759525208771634652293869294226169586181640625,s6
018_6,s0.333345680668593213891170989882084541022777557373046875,s-1.990658089853888146336657882784493267536163330078125,s188
018_7,s-1.6607890087330263728659929256536997854709625244140625,s-0.56253458783183141189709886020864360034465789794921875,s210
018_8,s-1.83676786423165960826509035541675984859466552734375,s0.90663605723255458190834588094730861485004425048828125,s61
018_9,s1.878314542519394780839547820505686104297637939453125,s-1.665339931432138431688372293137945234775543212890625,s14
018_10,s0.75048554670579015191123062322731129825115203857421875,s-0.95190738219190162983096570314955897629261016845703125,s222
018_11,s-1.184795706095425060766501701436936855316162109375,s0.280395291678079416897162445820868015289306640625,s263
018_12,s-0.24303363642445974246442119692801497876644134521484375,s-0.70116562622218003841823019683943130075931549072265625,s110
018_13,s1.0121382186266358882420490772346965968608856201171875,s-2.3830231918208166774775236262939870357513427734375,s278
018_14,s-2.570627641418900655168044977472163736820220947265625,s-2.17864730158874664311952074058353900909423828125,s8
018_15,s-0.727388528695839919890886449138633906841278076171875,s-4.09264185410480507698594010435044765472412109375,s147
018_16,s-2.401015377712165221879558885120786726474761962890625,s-1.1572452102276209462417000395362265408039093017578125,s336
018_17,s-0.77780881854711314549177814114955253899097442626953125,s1.3155572036367677579704604795551858842372894287109375,s326
019_0,s0,s0,s0
019_1,s1.1576891367947583777464615195640362799167633056640625,s-0.9075338065322273717328016573446802794933319091796875,s16
019_2,s-0.409051641822886169475026463260292075574398040771484375,s1.954694979738153204351647218572907149791717529296875,s232
019_3,s-0.73893193381225030780257156948209740221500396728515625,s0.4743645786372467920699591559241525828838348388671875,s14
019_4,s0.8767555989894741941270694951526820659637451171875,s0.480811585333131563668729313576477579772472381591796875,s223
019_5,s-2.021422485678013192256230468046851456165313720703125,s0.736971317156706273721056277281604707241058349609375,s170
019_6,s1.9738248475402826453972693343530409038066864013671875,s0.2397440962309358158943695116249728016555309295654296875,s209
019_7,s-4.800140057812829041949953534640371799468994140625,s-2.50140491599666603406149079091846942901611328125,s198
019_8,s3.050901400983077937922871569753624498844146728515625,s-2.7883082058990726892488964949734508991241455078125,s17
019_9,s-0.70295416793453846526773531877552159130573272705078125,s-1.485569943359950517702827710309065878391265869140625,s256
019_10,s-0.490082376351184956231321621089591644704341888427734375,s-3.365205916171559064054008558741770684719085693359375,s13
019_11,s-0.1392227934710945913554525077415746636688709259033203125,s-0.540520071956027248205600699293427169322967529296875,s216
019_12,s0.559867056865286816247362366993911564350128173828125,s-1.58360822280427715469386384938843548297882080078125,s294
019_13,s-7.14866078567053175873979853349737823009490966796875,s2.115082055593548115979274371056817471981048583984375,s6
019_14,s0.60480146655740119054911474449909292161464691162109375,s3.7042870150394282546812974032945930957794189453125,s226
019_15,s1.462113003704844427232956149964593350887298583984375,s1.44491394167911124668535194359719753265380859375,s178
019_16,s-1.0242719229819503556910831321147270500659942626953125,s2.0663747692230369779053944512270390987396240234375,s177
019_17,s2.6885103988200587110668493551202118396759033203125,s-5.73579802761356294382721898728050291538238525390625,s342
019_18,s-0.55310423583971457528463133712648414075374603271484375,s-0.22190234959095012090557474948582239449024200439453125,s113
020_0,s0,s0,s0
020_1,s-0.765578450756671191612667826120741665363311767578125,s2.06696824890205288483002732391469180583953857421875,s246
020_2,s-0.1185103597365364247462338198602083139121532440185546875,s-0.7134844351597060541081418705289252102375030517578125,s174
020_3,s0.7786944099689840914635396984522230923175811767578125,s-0.9127659377811279117764797774725593626499176025390625,s138
020_4,s4.58687818036708971902726261760108172893524169921875,s0.713046853373615618920666747726500034332275390625,s249
020_5,s0.81495722265546033380445578586659394204616546630859375,s0.76951530616885477353861233495990745723247528076171875,s330
020_6,s2.1482772760842987480600640992633998394012451171875,s-0.2860437422293535814077358736540190875530242919921875,s346
020_7,s-1.1274414576636087037542210964602418243885040283203125,s0.5827415508491824436276829146663658320903778076171875,s195
020_8,s1.6952208702121251970851290025166235864162445068359375,s1.91368575710571331427445329609327018260955810546875,s97
020_9,s-2.88236599852558139644997936557047069072723388671875,s-0.12112000881813557440214168536840588785707950592041015625,s77
020_10,s-2.696783458643085662487237641471438109874725341796875,s0.77006433013054087499682509587728418409824371337890625,s68
020_11,s7.71705705981078704525089051458053290843963623046875,s2.303656046632510001614946304471231997013092041015625,s278
020_12,s-2.062721364694829251362762079224921762943267822265625,s1.408509594951370846871441244729794561862945556640625,s307
020_13,s-1.389087588615939505842789003509096801280975341796875,s-0.782382449782451860897936057881452143192291259765625,s14
020_14,s-0.89869193703221716962303844411508180201053619384765625,s-2.234470873129736023798841415555216372013092041015625,s322
020_15,s-0.58482449489235543982346143820905126631259918212890625,s3.3143694033614270466614470933564007282257080078125,s81
020_16,s1.3617750397123458139247986764530651271343231201171875,s-0.54422573595801448931297272793017327785491943359375,s252
020_17,s2.929573096830174971927363003487698733806610107421875,s0.55232533626337521059923574284766800701618194580078125,s73
020_18,s0.289232659713692330516465744949528016149997711181640625,s2.9889437793302189305677529773674905300140380859375,s13
020_19,s3.227428310000849176475412605213932693004608154296875,s2.1626689918094594844433231628499925136566162109375,s129
021_0,s0,s0,s0
021_1,s1.9062614199617737842373799139750190079212188720703125,s0.712300234085373684678188510588370263576507568359375,s324
021_2,s-0.96276643248726856416652708503534086048603057861328125,s-0.95278232445170030207037825675797648727893829345703125,s81
021_3,s0.1746673125479537291848686209050356410443782806396484375,s-0.67211544384789079220610119591583497822284698486328125,s106
021_4,s0.93330529544570939304293233362841419875621795654296875,s0.54268375508270672025190606291289441287517547607421875,s328
021_5,s-5.63995990947420722250171820633113384246826171875,s1.7358355976315269497689541822182945907115936279296875,s61
021_6,s-1.0296284851775514557203905496862716972827911376953125,s-0.1491882810142534376840472987169050611555576324462890625,s77
021_7,s1.122758900188518094154233040171675384044647216796875,s1.844182074325422693306109067634679377079010009765625,s140
021_8,s-0.0595089147861589673471627293110941536724567413330078125,s1.7872927271817948824406130370334722101688385009765625,s239
021_9,s-1.0710616398368648649608303458080627024173736572265625,s-2.761285371934000476557002912159077823162078857421875,s310
021_10,s0.354997075610514689625318851540214382112026214599609375,s-2.262692122839925712440845018136315047740936279296875,s312
021_11,s0.222224790696471163897740552783943712711334228515625,s-3.546892169807027261896337222424335777759552001953125,s224
021_12,s-0.50674459025000662126814177099731750786304473876953125,s2.916937960679370167582646899973042309284210205078125,s355
021_13,s5.7486966040486837670187014737166464328765869140625,s-4.6534103837733962194533887668512761592864990234375,s358
021_14,s1.6791430907685536144668958513648249208927154541015625,s-2.2114628901579873598848280380479991436004638671875,s300
021_15,s3.02967740271169905241777087212540209293365478515625,s2.936485201407825318398181480006314814090728759765625,s322
021_16,s-0.50830747601678982761086444952525198459625244140625,s-1.3696043328431792840405023525818251073360443115234375,s137
021_17,s0.4677839616464527505712567290174774825572967529296875,s-0.10548713029799243467987679423458757810294628143310546875,s289
021_18,s1.632744623871634548351039484259672462940216064453125,s2.702477543441444307603660490713082253932952880859375,s315
021_19,s2.90836259877355995939751664991490542888641357421875,s0.69628687099975705709908879725844599306583404541015625,s298
021_20,s-1.4006068936081639275670340794022195041179656982421875,s1.896548310044886331837687976076267659664154052734375,s181
022_0,s0,s0,s0
022_1,s-0.244247790053740587712383103280444629490375518798828125,s0.96964053881386769173644779584719799458980560302734375,s54
022_2,s1.025586436009378932254776373156346380710601806640625,s-3.088723663819751497072729762294329702854156494140625,s24
022_3,s2.501339219179900652534342953003942966461181640625,s0.12973007005722358986332665153895504772663116455078125,s55
022_4,s-2.322290600071896360390155678032897412776947021484375,s-0.330523534369658700260430350681417621672153472900390625,s124
022_5,s0.52868107952447196407064211598481051623821258544921875,s-1.535707693079127356128310566418804228305816650390625,s218
022_6,s1.71238508814830847626353715895675122737884521484375,s-0.70517367959040011538007775016012601554393768310546875,s88
022_7,s0.83649785008521082563248683072743006050586700439453125,s2.28257074621973199413105248822830617427825927734375,s181
022_8,s-0.391909400958694587036035272831213660538196563720703125,s-0.80485441700290649702509426788310520350933074951171875,s171
022_9,s-1.1147075814220868128501251703710295259952545166015625,s-0.85915312377356356510205159793258644640445709228515625,s347
022_10,s1.250289537175248266720473111490719020366668701171875,s-1.3600193963017084275435308882151730358600616455078125,s50
022_11,s1.0716686047022252470384273692616261541843414306640625,s0.320692345755975660726022624658071435987949371337890625,s239
022_12,s-1.6626664178021297590959193257731385529041290283203125,s0.414845815506515502857354249499621801078319549560546875,s333
022_13,s2.13625993118033097317720603314228355884552001953125,s1.0510561601135821607755360673763789236545562744140625,s38
022_14,s0.84181012650496300775415647876798175275325775146484375,s1.095318713420958989246400960837490856647491455078125,s243
022_15,s-1.2616463911403454911663857274106703698635101318359375,s-1.9894192101632872660132989039993844926357269287109375,s350
022_16,s0.397825621794504424855176694109104573726654052734375,s0.489081633805139193160727018039324320852756500244140625,s282
022_17,s3.964569841757754176114758593030273914337158203125,s-3.23296597058841594929390339530073106288909912109375,s317
022_18,s-3.3718311798230811149323926656506955623626708984375,s-0.66853855360056091416964818563428707420825958251953125,s32
022_19,s-3.8270798763614433113389168283902108669281005859375,s1.6188766585400695685592609152081422507762908935546875,s339
022_20,s-1.031614477961936504613049692125059664249420166015625,s2.175193443637386980782366663333959877490997314453125,s224
022_21,s-1.29723448938499341664964958908967673778533935546875,s4.34441576203181778481621222454123198986053466796875,s302
023_0,s0,s0,s0
023_1,s1.0850850999203982549801139612100087106227874755859375,s0.13945054579397264671314360384712927043437957763671875,s344
023_2,s0.00748853354477935738431337853171498863957822322845458984375,s-1.64044240830398901920261778286658227443695068359375,s317
023_3,s-0.398497906604025786680978171716560609638690948486328125,s-0.53157026027332154871629654735443182289600372314453125,s259
023_4,s3.046454283827014553054368661832995712757110595703125,s-2.627973958737737536495160384220071136951446533203125,s294
023_5,s-0.325133756412559093984526725762407295405864715576171875,s2.527824598500959307756374983000569045543670654296875,s333
023_6,s-0.8420243367840452020089969664695672690868377685546875,s1.8014977131970368873226107098162174224853515625,s15
023_7,s-1.6742589977770443443461090282653458416461944580078125,s0.76286284863565911873450886560021899640560150146484375,s223
023_8,s4.370345302734346404349707881920039653778076171875,s-0.75974539107467176091148530758800916373729705810546875,s104
023_9,s-0.0652051995581546528502059345555608160793781280517578125,s-4.2913793316287236478956401697359979152679443359375,s56
023_10,s3.722476699240527153733637533150613307952880859375,s-0.35133605708554604962756684471969492733478546142578125,s89
023_11,s1.81072789198324368697967656771652400493621826171875,s1.181603193219374237088459267397411167621612548828125,s303
023_12,s-0.88587117349903843344094411804690025746822357177734375,s1.1430110503292514323447903734631836414337158203125,s44
023_13,s0.81687167450426401149599087148089893162250518798828125,s2.99066938829146433675987282185815274715423583984375,s28
023_14,s0.0200989627169330768718946700346350553445518016815185546875,s-2.10664268502596474519350522314198315143585205078125,s152
023_15,s1.55051244694129319867670346866361796855926513671875,s-0.80179388510984972437967144287540577352046966552734375,s294
023_16,s0.8779217865925321717668339260853826999664306640625,s1.3344972691336938197537165251560509204864501953125,s302
023_17,s-1.412521510937251978390349904657341539859771728515625,s-2.4434356055877461955105900415219366550445556640625,s215
023_18,s1.170863066464411073042128919041715562343597412109375,s-2.28993750079837088406975453835912048816680908203125,s276
023_19,s0.277995577529719095632998460132512263953685760498046875,s2.36170945912739238536914854194037616252899169921875,s254
023_20,s2.207392151201216012879058325779624283313751220703125,s-3.247866583028575337976917580817826092243194580078125,s326
023_21,s-1.3053985369503477986796724508167244493961334228515625,s-4.21766946819066479434923166991211473941802978515625,s41
023_22,s-3.546820117660739679621428876998834311962127685546875,s0.5135382880347207912308249433408491313457489013671875,s21
024_0,s0,s0,s0
024_1,s1.0973573486310106428476274231798015534877777099609375,s0.08879566662714909186515654937466024421155452728271484375,s298
024_2,s-0.6692051722159988447202749739517457783222198486328125,s0.05741199825998939687554667443691869266331195831298828125,s184
024_3,s1.401917799318784574325036373920738697052001953125,s-0.46989695653893737148365516986814327538013458251953125,s177
024_4,s2.120910462444039357166047921054996550083160400390625,s-0.9677550241794190544197817871463485062122344970703125,s122
024_5,s0.86801503521358114312533871270716190338134765625,s-3.1268454474949063381927771843038499355316162109375,s15
024_6,s0.098628629270214041024900097909267060458660125732421875,s1.745925134233076381207183658261783421039581298828125,s223
024_7,s-3.783235231380619012497845687903463840484619140625,s-2.919922963843389229765534764737822115421295166015625,s18
024_8,s2.238446239652753799731499384506605565547943115234375,s0.06677975749985816389386883429324370808899402618408203125,s8
024_9,s2.896651993523921664319686897215433418750762939453125,s-3.2667671073835702344467790680937469005584716796875,s332
024_10,s-1.2822177619980690277401436105719767510890960693359375,s4.91944675323764357699474203400313854217529296875,s351
024_11,s-0.6257976255336827886566197776119224727153778076171875,s-2.600132396696265946189896567375399172306060791015625,s289
024_12,s-1.7600546034271722373176771725411526858806610107421875,s4.2678239784419940150428374181501567363739013671875,s263
024_13,s-1.4728723557656169251828259803005494177341461181640625,s-0.69914491719061044872063348520896397531032562255859375,s251
024_14,s-1.837787255961796706316135896486230194568634033203125,s-3.78022365404765903207362498505972325801849365234375,s152
